,CITATION NUMBER,OFF FROM DATE,OFF TIME,RACE-ORIGIN CODE,CASE PARTY SEX,REASON FOR STOP,RACE KNOWN,VL STREET NAME,MSEARCH Y/N,MSEARCH TYPE,MSEARCH FOUND,latitude,longitude
2245,14075947.0,12/06/2015 12:00:00 AM,16:11:00,W,F,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2246,14075948.0,12/06/2015 12:00:00 AM,16:23:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2247,14075949.0,12/06/2015 12:00:00 AM,16:33:00,H,F,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2248,14075950.0,12/06/2015 12:00:00 AM,16:46:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2249,14075951.0,12/06/2015 12:00:00 AM,16:59:00,O,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2250,14075952.0,12/06/2015 12:00:00 AM,17:07:00,W,F,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2251,14075953.0,12/06/2015 12:00:00 AM,17:14:00,O,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2252,14075954.0,12/06/2015 12:00:00 AM,17:24:00,ME,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2253,14075955.0,12/10/2015 12:00:00 AM,21:12:00,W,F,1.0,N,12000 BLOCK METRIC BOULEVARD,N,,,30.402811,-97.70104
2254,14075956.0,12/05/2015 12:00:00 AM,10:50:00,ME,M,1.0,N,5500 BLOCK EAST BEN WHITE,N,,,30.213352,-97.719864
2255,14075957.0,12/05/2015 12:00:00 AM,11:25:00,W,F,1.0,N,6500 BLOCK EAST BEN WHITE,N,,,30.212904,-97.70749
2256,14075958.0,12/05/2015 12:00:00 AM,11:55:00,W,F,1.0,N,6500 BLOCK EAST BEN WHITE,N,,,30.212904,-97.70749
2257,14075959.0,12/05/2015 12:00:00 AM,12:50:00,W,F,1.0,N,6500 BLOCK EAST BEN WHITE,N,,,30.212904,-97.70749
2258,14075960.0,12/05/2015 12:00:00 AM,12:45:00,W,M,1.0,N,7300 BLOCK EAST BEN WHITE,N,,,30.216314,-97.69688
2259,14075961.0,12/05/2015 12:00:00 AM,13:10:00,W,M,1.0,N,3500 BLOCK EAST BEN WHITE,N,,,30.214987,-97.731094
2260,14075962.0,12/05/2015 12:00:00 AM,13:20:00,B,M,1.0,N,6500 BLOCK EAST BEN WHITE,N,,,30.212904,-97.70749
2261,14075963.0,12/05/2015 12:00:00 AM,13:45:00,W,M,1.0,N,7300 BLOCK EAST BEN WHITE,N,,,30.216314,-97.69688
2262,14076006.0,12/05/2015 12:00:00 AM,18:48:00,H,M,1.0,N,9400 BLOCK NORTH IH 35,N,,,30.359003,-97.68886549999999
2263,14076046.0,12/06/2015 12:00:00 AM,14:07:00,W,F,1.0,N,7200 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2264,14076047.0,12/06/2015 12:00:00 AM,14:25:00,A,M,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2265,14076048.0,12/06/2015 12:00:00 AM,14:10:00,W,M,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2266,14076049.0,12/06/2015 12:00:00 AM,15:01:00,O,M,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2267,14076050.0,12/06/2015 12:00:00 AM,15:18:00,O,F,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2268,14076051.0,12/06/2015 12:00:00 AM,15:37:00,W,M,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2269,14076052.0,12/06/2015 12:00:00 AM,15:56:00,W,M,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2270,14076053.0,12/06/2015 12:00:00 AM,16:17:00,,M,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2271,14076054.0,12/06/2015 12:00:00 AM,16:38:00,W,F,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2272,14076055.0,12/06/2015 12:00:00 AM,16:55:00,W,M,1.0,N,7200 BLOCK RANCH ROAD 2222,N,,,30.369547,-97.80201
2273,14076056.0,12/06/2015 12:00:00 AM,11:44:00,W,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2274,14076057.0,12/06/2015 12:00:00 AM,12:03:00,W,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2275,14076058.0,12/06/2015 12:00:00 AM,12:18:00,W,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2276,14076059.0,12/06/2015 12:00:00 AM,12:30:00,H,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2277,14076060.0,12/06/2015 12:00:00 AM,12:40:00,W,F,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2278,14076061.0,12/06/2015 12:00:00 AM,12:50:00,H,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2279,14076062.0,12/06/2015 12:00:00 AM,13:00:00,H,F,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2280,14076063.0,12/06/2015 12:00:00 AM,13:14:00,H,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2281,14076064.0,12/06/2015 12:00:00 AM,13:27:00,W,F,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2282,14076065.0,12/06/2015 12:00:00 AM,13:42:00,W,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2283,14076066.0,12/06/2015 12:00:00 AM,11:23:00,W,M,1.0,N,4700 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2284,14076067.0,12/06/2015 12:00:00 AM,23:39:00,W,F,1.0,N,4700 BLOCK RANCH ROAD 2222,N,,,30.341494,-97.780815
2285,14076068.0,12/06/2015 12:00:00 AM,11:55:00,W,M,1.0,N,4700 BLOCK FM 2222,N,,,30.341494,-97.780815
2286,14076069.0,12/06/2015 12:00:00 AM,12:05:00,W,M,1.0,N,5500 BLOCK FM 2222,N,,,30.357695,-97.78538
2287,14076070.0,12/06/2015 12:00:00 AM,12:18:00,W,M,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2288,14076071.0,12/06/2015 12:00:00 AM,12:29:00,W,M,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2289,14076072.0,12/06/2015 12:00:00 AM,12:42:00,W,F,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2290,14076073.0,12/06/2015 12:00:00 AM,17:52:00,B,M,2.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2291,14076074.0,12/06/2015 12:00:00 AM,13:40:00,W,F,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2292,14076075.0,12/06/2015 12:00:00 AM,12:24:00,W,M,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2293,14076076.0,12/06/2015 12:00:00 AM,13:36:00,W,M,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2294,14076077.0,12/06/2015 12:00:00 AM,13:46:00,W,M,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2295,14076078.0,12/06/2015 12:00:00 AM,13:59:00,A,M,2.0,N,5500 BLOCK NORTH FM 222 ROAD,N,,,30.3923316,-97.708224
2296,14076079.0,12/06/2015 12:00:00 AM,14:25:00,W,M,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2297,14076080.0,12/06/2015 12:00:00 AM,14:35:00,O,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2298,14076081.0,12/06/2015 12:00:00 AM,14:59:00,B,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2299,14076082.0,12/06/2015 12:00:00 AM,15:10:00,W,M,1.0,N,5500 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2300,14076083.0,12/06/2015 12:00:00 AM,15:23:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2301,14076084.0,12/06/2015 12:00:00 AM,15:34:00,W,F,1.0,N,5500 FM 2222,N,,,30.357695,-97.78538
2302,14076085.0,12/06/2015 12:00:00 AM,13:46:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2303,14076086.0,12/07/2015 12:00:00 AM,9:30:00,W,M,1.0,N,13100 BLOCK SOUTH IH 35,N,,,30.112893,-97.8076476
2304,14076087.0,12/07/2015 12:00:00 AM,9:44:00,H,F,1.0,N,13700 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2305,14076088.0,12/07/2015 12:00:00 AM,9:58:00,H,M,1.0,N,14000 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2306,14076089.0,12/07/2015 12:00:00 AM,10:07:00,W,F,1.0,N,13300 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2307,14076090.0,12/07/2015 12:00:00 AM,10:23:00,H,M,1.0,N,12000 BLOCK SOUTH IH 35,N,,,30.122981,-97.80399349999999
2308,14076091.0,12/07/2015 12:00:00 AM,10:38:00,W,F,1.0,N,13100 BLOCK SOUTH IH 35,N,,,30.112893,-97.8076476
2309,14076092.0,12/07/2015 12:00:00 AM,10:50:00,B,F,1.0,N,13700 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2310,14076093.0,12/07/2015 12:00:00 AM,11:09:00,H,M,1.0,N,14000 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2311,14076094.0,12/07/2015 12:00:00 AM,11:18:00,W,M,1.0,N,12000 BLOCK SOUTH IH 35,N,,,30.122981,-97.80399349999999
2312,14076095.0,12/07/2015 12:00:00 AM,11:33:00,A,M,1.0,N,13100 BLOCK SOUTH IH 35,N,,,30.112893,-97.8076476
2313,14076096.0,12/07/2015 12:00:00 AM,11:49:00,B,M,1.0,N,13700 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2314,14076097.0,12/07/2015 12:00:00 AM,12:18:00,B,M,1.0,N,14000 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2315,14076098.0,12/07/2015 12:00:00 AM,12:25:00,H,F,1.0,N,13300 BLOCK SOUTH IH 35,N,,,30.1199598,-97.8043735
2316,14076099.0,12/07/2015 12:00:00 AM,12:42:00,A,M,1.0,N,12000 BLOCK SOUTH IH 35,N,,,30.122981,-97.80399349999999
2317,14076100.0,12/07/2015 12:00:00 AM,13:23:00,H,F,1.0,N,12000 BLOCK SOUTH IH 35,N,,,30.122981,-97.80399349999999
2318,14076116.0,12/07/2015 12:00:00 AM,14:31:00,W,M,1.0,N,1100 BLOCK PARMER LANE,N,,,30.40809,-97.67914
2319,14076126.0,12/07/2015 12:00:00 AM,17:28:00,W,F,1.0,N,7200 FM 2222 ROAD,N,,,30.3585362,-97.786796
2320,14076127.0,12/07/2015 12:00:00 AM,17:39:00,W,F,1.0,N,7200 FM 2222 ROAD,N,,,30.3585362,-97.786796
2321,14076128.0,12/07/2015 12:00:00 AM,17:53:00,W,F,1.0,N,7200 FM 2222 ROAD,N,,,30.3585362,-97.786796
2322,14076130.0,12/10/2015 12:00:00 AM,20:54:00,B,M,1.0,N,WEST BRAKER LANE,N,,,30.3903915,-97.7152524
2323,14076131.0,12/10/2015 12:00:00 AM,22:56:00,B,M,1.0,N,12228 METRIC BOULEVARD,N,,,30.40872,-97.69694
2324,14076132.0,12/11/2015 12:00:00 AM,21:52:00,W,F,1.0,N,STONEHOLLOW DRIVE,N,,,30.3993752,-97.7089867
2325,14076133.0,12/13/2015 12:00:00 AM,15:42:00,W,M,1.0,N,7200 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2326,14076134.0,12/13/2015 12:00:00 AM,15:53:00,W,F,1.0,N,7200 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2327,14076135.0,12/13/2015 12:00:00 AM,16:09:00,W,M,1.0,N,7200 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2328,14076136.0,12/07/2015 12:00:00 AM,14:48:00,W,M,1.0,N,7200 FM 2222 ROAD,N,,,30.3585362,-97.786796
2329,14076137.0,12/07/2015 12:00:00 AM,14:59:00,W,M,1.0,N,7200 FM 2222 ROAD,N,,,30.3585362,-97.786796
2330,14076138.0,12/07/2015 12:00:00 AM,15:19:00,W,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2331,14076139.0,12/07/2015 12:00:00 AM,0:00:00,W,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2332,14076140.0,12/07/2015 12:00:00 AM,15:49:00,B,F,1.0,N,7200 BLOCK FM 2222 ROAD,N,,,30.3585362,-97.786796
2333,14076141.0,12/07/2015 12:00:00 AM,16:07:00,W,F,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2334,14076142.0,12/07/2015 12:00:00 AM,16:20:00,W,F,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2335,14076143.0,12/07/2015 12:00:00 AM,16:38:00,,F,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2336,14076144.0,12/07/2015 12:00:00 AM,16:59:00,W,F,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2337,14076145.0,12/07/2015 12:00:00 AM,17:12:00,W,M,1.0,N,7200 BLOCK FM 2222,N,,,30.369547,-97.80201
2338,14076176.0,12/21/2015 12:00:00 AM,12:00:00,W,M,5.0,N,RUTLAND DRIVE,N,,,30.3755731,-97.7111539
2339,14076178.0,12/22/2015 12:00:00 AM,14:32:00,W,F,1.0,N,6800 NORTH INTERSTATE 35,N,,,30.4367853,-97.66923039999999
2340,14076206.0,12/29/2015 12:00:00 AM,14:35:00,H,M,1.0,Y,WEST RUNDBERG LANE,N,,,30.3681826,-97.70806209999999
2341,14076207.0,12/29/2015 12:00:00 AM,15:12:00,H,M,1.0,Y,PARKFIELD DRIVE,N,,,30.3745632,-97.7012008
2342,14076208.0,12/29/2015 12:00:00 AM,15:25:00,B,F,1.0,Y,PARKFIELD DRIVE,N,,,30.3745632,-97.7012008
2343,14076216.0,12/29/2015 12:00:00 AM,9:56:00,W,M,1.0,N,13400 US HIGHWAY 183,N,,,30.446963,-97.79153099999999
2344,14076217.0,12/29/2015 12:00:00 AM,10:04:00,W,F,1.0,N,13500 US HIGHWAY 183,N,,,30.4759804,-97.7995777
2345,14076218.0,12/29/2015 12:00:00 AM,10:27:00,W,F,1.0,N,13600 RESEARCH BOULEVARD SERVICE ROAD,N,,,30.3817518,-97.73878979999999
2346,14076219.0,12/29/2015 12:00:00 AM,10:39:00,W,M,1.0,N,13500 RESEARCH BOULEVARD,N,,,30.4498779,-97.7902741
2347,14076220.0,12/29/2015 12:00:00 AM,10:56:00,B,M,1.0,N,13500 RESEARCH BOULEVARD,N,,,30.4498779,-97.7902741
2348,14076221.0,12/29/2015 12:00:00 AM,11:48:00,W,M,1.0,N,13500 RESEARCH BOULEVARD,N,,,30.4498779,-97.7902741
2349,14076222.0,12/29/2015 12:00:00 AM,12:19:00,W,M,1.0,N,13500 BLOCK RESEARCH BOULEVARD,N,,,30.4498779,-97.7902741
2350,14076223.0,12/29/2015 12:00:00 AM,14:39:00,H,M,1.0,N,13500 RESEARCH BOULEVARD,N,,,30.4498779,-97.7902741
2351,14076224.0,12/29/2015 12:00:00 AM,13:01:00,W,F,1.0,N,13500 RESEARCH BOULEVARD,N,,,30.4498779,-97.7902741
2352,14076225.0,12/29/2015 12:00:00 AM,14:03:00,W,F,1.0,N,13500 RESEARCH BOULEVARD,N,,,30.4498779,-97.7902741
2353,14076226.0,12/08/2015 12:00:00 AM,8:31:00,B,F,5.0,N,5700 BLOCK AIRPORT BOULEVARD,N,,,30.320951,-97.713005
2354,14076247.0,12/08/2015 12:00:00 AM,8:42:00,H,M,1.0,N,13600 BLOCK NORTH U S HIGHWAY 183,N,,,28.8990151,-97.3547018
2355,14076248.0,12/08/2015 12:00:00 AM,9:05:00,W,M,1.0,N,13100 BLOCK NORTH U S HIGHWAY 183,N,,,30.838904,-97.90087799999999
2356,14076249.0,12/08/2015 12:00:00 AM,9:20:00,W,M,1.0,N,13600 BLOCK NORTH U S HIGHWAY 183,N,,,28.8990151,-97.3547018
2357,14076250.0,12/08/2015 12:00:00 AM,9:37:00,W,M,1.0,N,11800 BLOCK NORTH U S HIGHWAY 183,N,,,30.0695201,-97.694249
2358,14076251.0,12/08/2015 12:00:00 AM,10:12:00,B,F,1.0,N,13600  BLOCK NORTH US HIGHWAY 183,N,,,28.8990151,-97.3547018
2359,14076252.0,12/08/2015 12:00:00 AM,11:12:00,H,M,1.0,N,1700 BLOCK NORTH US HIGHWAY 183,N,,,30.220444,-97.68335
2360,14076253.0,12/08/2015 12:00:00 AM,11:45:00,W,F,1.0,N,13200 BLOCK NORTH US HIGHWAY 183,N,,,30.44141219999999,-97.7837388
2361,14076254.0,12/08/2015 12:00:00 AM,12:10:00,W,M,1.0,N,WEST BRAKER,N,,,30.3903915,-97.7152524
2362,14076255.0,12/08/2015 12:00:00 AM,12:33:00,W,M,1.0,N,13100 BLOCK NORTH US HIGHWAY 183,N,,,30.838904,-97.90087799999999
2363,14076256.0,12/08/2015 12:00:00 AM,8:40:00,W,M,1.0,Y,EAST 3RD STREET,N,,,30.2596395,-97.7258116
2364,14076257.0,12/08/2015 12:00:00 AM,8:51:00,W,F,1.0,N,EAST 3RD STREET,N,,,30.2596395,-97.7258116
2365,14076258.0,12/08/2015 12:00:00 AM,12:00:00,W,M,1.0,N,EAST 3RD STREET,N,,,30.2596395,-97.7258116
2366,14076259.0,12/08/2015 12:00:00 AM,10:32:00,W,M,1.0,N,EAST 3RD STREET,N,,,30.2596395,-97.7258116
2367,14076266.0,12/08/2015 12:00:00 AM,11:50:00,W,M,1.0,N,11000 BLOCK RESEARCH BOULEVARD,N,,,30.403147,-97.74604
2368,14076267.0,12/08/2015 12:00:00 AM,13:40:00,W,F,1.0,N,10400 BLOCK NORTH MOPAC SERVICE ROAD,N,,,30.392195,-97.73444
2369,14076268.0,12/08/2015 12:00:00 AM,14:15:00,W,F,1.0,N,1200 BLOCK EAST 7TH STREET,N,,,30.265434,-97.730316
2370,14076286.0,12/10/2015 12:00:00 AM,8:45:00,H,F,1.0,N,12300 BLOCK METRIC BOULEVARD,N,,,30.409946,-97.69644
2371,14076287.0,12/10/2015 12:00:00 AM,9:00:00,W,F,1.0,N,METRIC BOULEVARD,N,,,30.4005505,-97.70291209999999
2372,14076288.0,12/11/2015 12:00:00 AM,7:48:00,W,M,1.0,N,9800 WEST PARMER LANE,N,,,30.486556,-97.77086519999999
2373,14076289.0,12/11/2015 12:00:00 AM,8:00:00,O,F,1.0,N,9700 WEST PARMER,N,,,30.4834935,-97.76839919999999
2374,14076290.0,12/16/2015 12:00:00 AM,8:30:00,W,M,1.0,N,LAKELINE MALL ROAD,N,,,30.475492,-97.7929022
2375,14076316.0,12/10/2015 12:00:00 AM,9:30:00,B,M,1.0,N,NORTH LAMAR BOULEVARD,N,,,30.3457517,-97.714049
2376,14076317.0,12/10/2015 12:00:00 AM,11:10:00,W,F,1.0,N,MCNEIL ROAD,N,,,30.3777344,-97.7241792
2377,14076318.0,12/10/2015 12:00:00 AM,12:25:00,W,M,1.0,N,7600 BLOCK NORTH LAMAR BOULEVARD,N,,,30.337303,-97.71917
2378,14076326.0,12/15/2015 12:00:00 AM,10:20:00,W,F,1.0,N,7800 BLOCK NORTH MOPAC EXRESSWAY,N,,,30.359087,-97.74609
2379,14076327.0,12/15/2015 12:00:00 AM,10:28:00,W,F,1.0,N,9900 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.38088,-97.73702499999999
2380,14076328.0,12/15/2015 12:00:00 AM,11:04:00,B,M,1.0,N,10100 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.39057,-97.73485
2381,14076329.0,12/15/2015 12:00:00 AM,11:32:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
2382,14076330.0,12/15/2015 12:00:00 AM,11:54:00,W,M,1.0,N,7500 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.35679,-97.74689
2383,14076331.0,12/15/2015 12:00:00 AM,12:10:00,W,M,1.0,N,10500 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.393263,-97.73421
2384,14076332.0,12/15/2015 12:00:00 AM,12:34:00,W,F,1.0,N,10100 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.39057,-97.73485
2385,14076333.0,12/15/2015 12:00:00 AM,12:50:00,H,F,1.0,N,6500 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.345411,-97.75155
2386,14076334.0,12/15/2015 12:00:00 AM,13:24:00,W,M,1.0,N,12600 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.421621,-97.704285
2387,14076335.0,12/17/2015 12:00:00 AM,8:06:00,H,M,1.0,N,BOWERY TRAIL,N,,,30.39039649999999,-97.6699096
2388,14076336.0,12/17/2015 12:00:00 AM,8:16:00,W,M,1.0,N,BOWERY TRAIL,N,,,30.39039649999999,-97.6699096
2389,14076337.0,12/17/2015 12:00:00 AM,8:27:00,W,F,1.0,N,11900 BLOCK NORTH IH 35,N,,,30.1257224,-97.8021225
2390,14076338.0,12/17/2015 12:00:00 AM,8:27:00,B,M,1.0,N,11900 BLOCK NORTH IH 35,N,,,30.1257224,-97.8021225
2391,14076339.0,12/17/2015 12:00:00 AM,8:41:00,B,F,1.0,N,14200 BLOCK NORTH IH 35,N,,,30.4318915,-97.67119389999999
2392,14076340.0,12/17/2015 12:00:00 AM,8:56:00,ME,F,1.0,N,13600 BLOCK NORTH IH 35,N,,,30.4237938,-97.6718288
2393,14076341.0,12/17/2015 12:00:00 AM,9:12:00,W,M,1.0,N,12100 BLOCK NORTH IH 35,N,,,30.3879682,-97.6733986
2394,14076342.0,12/17/2015 12:00:00 AM,9:28:00,H,F,1.0,N,13600 BLOCK NORTH IH 35,N,,,30.4237938,-97.6718288
2395,14076343.0,12/17/2015 12:00:00 AM,8:44:00,A,M,1.0,N,12100 BLOCK NORTH IH 35,N,,,30.3879682,-97.6733986
2396,14076344.0,12/17/2015 12:00:00 AM,9:57:00,W,M,1.0,N,11900 BLOCK NORTH IH 35,N,,,30.1257224,-97.8021225
2397,14076345.0,12/17/2015 12:00:00 AM,10:14:00,W,M,1.0,N,13600 BLOCK NORTH IH 35,N,,,30.4237938,-97.6718288
2398,14076346.0,12/12/2015 12:00:00 AM,10:31:00,W,M,1.0,N,13600 BLOCK NORTH US HIGHWAY 183,N,,,28.8990151,-97.3547018
2399,14076347.0,12/15/2015 12:00:00 AM,7:14:00,B,F,1.0,N,WEST PARMER LANE,N,,,30.4488115,-97.7455229
2400,14076348.0,12/15/2015 12:00:00 AM,7:30:00,W,F,1.0,N,NORTH MOPAC EXPRESSWAY SERVICE ROAD,N,,,30.385891,-97.73432799999999
2401,14076349.0,12/15/2015 12:00:00 AM,7:42:00,B,F,1.0,N,NORTH MOPAC EXPRESSWAY SERVICE ROAD,N,,,30.385891,-97.73432799999999
2402,14076350.0,12/15/2015 12:00:00 AM,7:30:00,W,M,1.0,N,12900 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.423086,-97.70377
2403,14076351.0,12/15/2015 12:00:00 AM,8:09:00,W,M,1.0,N,NORTH MOPAC EXPRESSWAY SERVICE ROAD,N,,,30.385891,-97.73432799999999
2404,14076352.0,12/15/2015 12:00:00 AM,8:56:00,W,F,1.0,N,9900 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.38088,-97.73702499999999
2405,14076353.0,12/15/2015 12:00:00 AM,9:10:00,W,F,1.0,N,12800 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.422634,-97.70393
2406,14076354.0,12/15/2015 12:00:00 AM,9:33:00,B,F,1.0,N,10100 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.39057,-97.73485
2407,14076355.0,12/15/2015 12:00:00 AM,10:08:00,W,F,1.0,N,10100 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.39057,-97.73485
2408,14076376.0,12/10/2015 12:00:00 AM,0:00:00,ME,M,1.0,N,12206 NORTH TM 620,N,,,30.46222999999999,-97.8171
2409,14076377.0,12/11/2015 12:00:00 AM,23:06:00,W,F,1.0,N,12087 JOLLYVILLE DRIVE,N,,,30.428127,-97.7612
2410,14076378.0,12/10/2015 12:00:00 AM,0:00:00,W,F,,N,13250 NORTH MOPAC SERVICE ROAD,N,,,30.4329757,-97.7005721
2411,14076379.0,12/13/2015 12:00:00 AM,16:45:00,W,M,1.0,N,8300 BLOCK NORTH CAPITOL OF TEXAS,N,,,30.383215,-97.77049
2412,14076380.0,12/17/2015 12:00:00 AM,21:30:00,W,F,1.0,N,NORTH US 183,N,,,30.2479607,-97.6905616
2413,14076381.0,12/20/2015 12:00:00 AM,17:30:00,H,F,1.0,N,3200 BLOCK BRAKER LANE,N,,,30.3923782,-97.7255162
2414,14076396.0,12/11/2015 12:00:00 AM,8:32:00,H,M,1.0,N,PARKFIELD,N,,,30.3745632,-97.7012008
2415,14076397.0,12/11/2015 12:00:00 AM,9:30:00,W,M,1.0,N,PARKFIELD,N,,,30.3745632,-97.7012008
2416,14076398.0,12/11/2015 12:00:00 AM,9:44:00,H,M,1.0,N,EAST RUNDBERG LANE,N,,,30.35608299999999,-97.68460429999999
2417,14076399.0,12/11/2015 12:00:00 AM,10:11:00,H,M,1.0,N,EAST RUNDBERG LANE,N,,,30.35608299999999,-97.68460429999999
2418,14076406.0,12/20/2015 12:00:00 AM,11:23:00,H,F,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2419,14076407.0,12/20/2015 12:00:00 AM,11:33:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2420,14076408.0,12/20/2015 12:00:00 AM,23:50:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2421,14076409.0,12/20/2015 12:00:00 AM,11:50:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2422,14076410.0,12/20/2015 12:00:00 AM,12:08:00,O,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2423,14076411.0,12/20/2015 12:00:00 AM,12:22:00,W,M,1.0,N,5500 BLOCK FM 2222,N,,,30.357695,-97.78538
2424,14076412.0,12/20/2015 12:00:00 AM,12:38:00,W,F,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2425,14076413.0,12/20/2015 12:00:00 AM,12:52:00,W,M,1.0,N,5500 BLOCK RACH ROAD 2222,N,,,30.357695,-97.78538
2426,14076414.0,12/20/2015 12:00:00 AM,13:16:00,W,F,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
2427,14076415.0,12/20/2015 12:00:00 AM,13:26:00,W,M,1.0,N,5500 BLOCK RANCH ROAD 2222,N,,,30.357695,-97.78538
